"comparison","n","rho","p_value","ci_lo","ci_hi","loo_rho_min","loo_rho_max"
"GSE235863_HCC: HSF2 vs NET_core (all 15 tumors)",15,0.0892857142857143,0.751672517350277,-0.409774855041965,0.627270812016964,-0.0241758241758242,0.287912087912088
